Name,Location,URL,Opening Hours,Ticket Prices (Adult),Ticket Prices (Student)
khonsu temple,Karnak (Luxor),https://egymonuments.gov.eg/en/monuments/khonsu-temple,"{""Sunday"": ""06:00 AM - 05:00 PM"", ""Monday"": ""06:00 AM - 05:00 PM"", ""Tuesday"": ""06:00 AM - 05:00 PM"", ""Wednesday"": ""06:00 AM - 05:00 PM"", ""Thursday"": ""06:00 AM - 05:00 PM"", ""Friday"": ""06:00 AM - 05:00 PM"", ""Saturday"": ""06:00 AM - 05:00 PM""}",N/A,N/A
The Ramesseum; The Temple of Ramses II,Luxor,https://egymonuments.gov.eg/en/monuments/the-ramesseum-the-temple-of-ramses-ii,"{""Sunday"": ""06:00 AM - 05:00 PM"", ""Monday"": ""06:00 AM - 05:00 PM"", ""Tuesday"": ""06:00 AM - 05:00 PM"", ""Wednesday"": ""06:00 AM - 05:00 PM"", ""Thursday"": ""06:00 AM - 05:00 PM"", ""Friday"": ""06:00 AM - 05:00 PM"", ""Saturday"": ""06:00 AM - 05:00 PM""}",N/A,N/A
The Temple of Medinet Habu,Luxor,https://egymonuments.gov.eg/en/monuments/the-temple-of-medinet-habu,"{""Sunday"": ""06:00 AM - 05:00 PM"", ""Monday"": ""06:00 AM - 05:00 PM"", ""Tuesday"": ""06:00 AM - 05:00 PM"", ""Wednesday"": ""06:00 AM - 05:00 PM"", ""Thursday"": ""06:00 AM - 05:00 PM"", ""Friday"": ""06:00 AM - 05:00 PM"", ""Saturday"": ""06:00 AM - 05:00 PM""}",N/A,N/A
Wikala of Nafisa al-Bayda,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/wikala-of-nafisa-al-bayda,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
The Walls of Cairo,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/the-walls-of-cairo,{},N/A,N/A
The Architectural Complex of Prince Youssef Kamal,Qena,https://egymonuments.gov.eg/en/monuments/the-architectural-complex-of-prince-youssef-kamal,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
Sabil of al-Amir Shaykhu,Cairo,https://egymonuments.gov.eg/en/monuments/sabil-of-al-amir-shaykhu,{},N/A,N/A
Mosque of al-Fakahani,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/mosque-of-al-fakahani,{},N/A,N/A
Maq'ad of Mamay al-Sayfi,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/maqad-of-mamay-al-sayfi,{},N/A,N/A
Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/mosque-and-sabil-of-al-shaykh-ali-al-mutahhar,{},N/A,N/A
The towers Citadel of Salah al-Din Ayyubi,Cairo Citadel,https://egymonuments.gov.eg/en/monuments/the-towers-citadel-of-salah-al-din-ayyubi,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
The Pyramid of Meidum,Beni Suef,https://egymonuments.gov.eg/en/monuments/the-pyramid-of-meidum,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
Muhammad Ali Palace in shubra,Cairo,https://egymonuments.gov.eg/en/monuments/muhammad-ali-palace-in-shubra,{},N/A,N/A
New Kingdom Cemetery in Gebel Al-Silsila,Gebel al-Silsila (Aswan),https://egymonuments.gov.eg/en/monuments/new-kingdom-cemetery-in-gebel-al-silsila,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
Nile Stelae,Gebel al-Silsila (Aswan),https://egymonuments.gov.eg/en/monuments/nile-stelae-1,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
Royal Stelae,Gebel al-Silsila (Aswan),https://egymonuments.gov.eg/en/monuments/royal-stelae,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
Speos of Horemheb,Gebel al-Silsila (Aswan),https://egymonuments.gov.eg/en/monuments/speos-of-horemheb,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Cairo Citadel,https://egymonuments.gov.eg/en/monuments/mosque-of-sulayman-pasha-al-khadim-saraya-al-jabal-mosque,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
Joseph's Well,Cairo Citadel,https://egymonuments.gov.eg/en/monuments/josephs-well,"{""Sunday"": ""08:00 AM - 04:00 PM"", ""Monday"": ""08:00 AM - 04:00 PM"", ""Tuesday"": ""08:00 AM - 04:00 PM"", ""Wednesday"": ""08:00 AM - 04:00 PM"", ""Thursday"": ""08:00 AM - 04:00 PM"", ""Friday"": ""08:00 AM - 04:00 PM"", ""Saturday"": ""08:00 AM - 04:00 PM""}",N/A,N/A
Citadel Prison,Cairo Citadel,https://egymonuments.gov.eg/en/monuments/citadel-prison,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
Mosque of al-Zahir Baybars,Cairo,https://egymonuments.gov.eg/en/monuments/mosque-of-al-zahir-baybars,{},N/A,N/A
Qaitbay Fort,Alexandria,https://egymonuments.gov.eg/en/monuments/qaitbay-fort,"{""Sunday"": ""09:00 AM - 08:00 PM"", ""Monday"": ""09:00 AM - 08:00 PM"", ""Tuesday"": ""09:00 AM - 08:00 PM"", ""Wednesday"": ""09:00 AM - 08:00 PM"", ""Thursday"": ""09:00 AM - 08:00 PM"", ""Friday"": ""09:00 AM - 08:00 PM"", ""Saturday"": ""09:00 AM - 08:00 PM""}",N/A,N/A
Kom Ombo Temple,Aswan,https://egymonuments.gov.eg/en/monuments/kom-ombo-temple,"{""Sunday"": ""07:00 AM - 09:00 PM"", ""Monday"": ""07:00 AM - 09:00 PM"", ""Tuesday"": ""07:00 AM - 09:00 PM"", ""Wednesday"": ""07:00 AM - 09:00 PM"", ""Thursday"": ""07:00 AM - 09:00 PM"", ""Friday"": ""07:00 AM - 09:00 PM"", ""Saturday"": ""07:00 AM - 09:00 PM""}",N/A,N/A
The Hanging Church,Al-Fustat (Old Cairo),https://egymonuments.gov.eg/en/monuments/the-hanging-church,"{""Sunday"": ""09:00 AM - 04:00 PM"", ""Monday"": ""09:00 AM - 04:00 PM"", ""Tuesday"": ""09:00 AM - 04:00 PM"", ""Wednesday"": ""09:00 AM - 04:00 PM"", ""Thursday"": ""09:00 AM - 04:00 PM"", ""Friday"": ""09:00 AM - 04:00 PM"", ""Saturday"": ""09:00 AM - 04:00 PM""}",N/A,N/A
Haward Carter and His House at Thebes,Luxor,https://egymonuments.gov.eg/en/monuments/haward-carter-and-his-house-at-thebes,"{""Sunday"": ""06:00 AM - 05:00 PM"", ""Monday"": ""06:00 AM - 05:00 PM"", ""Tuesday"": ""06:00 AM - 05:00 PM"", ""Wednesday"": ""06:00 AM - 05:00 PM"", ""Thursday"": ""06:00 AM - 05:00 PM"", ""Friday"": ""06:00 AM - 05:00 PM"", ""Saturday"": ""06:00 AM - 05:00 PM""}",N/A,N/A
Tomb of Penniut,Amada Temples,https://egymonuments.gov.eg/en/monuments/tomb-of-penniut,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
Temple of al Derr,Amada Temples,https://egymonuments.gov.eg/en/monuments/temple-of-al-derr,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
Rock Inscriptions of Sehel Island,Aswan,https://egymonuments.gov.eg/en/monuments/rock-inscriptions-of-sehel-island,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
Edfu Temple,Aswan,https://egymonuments.gov.eg/en/monuments/temple-of-edfu,"{""Sunday"": ""06:00 AM - 05:00 PM"", ""Monday"": ""07:00 AM - 05:00 PM"", ""Tuesday"": ""07:00 AM - 05:00 PM"", ""Wednesday"": ""06:00 AM - 05:00 PM"", ""Thursday"": ""07:00 AM - 05:00 PM"", ""Friday"": ""07:00 AM - 05:00 PM"", ""Saturday"": ""07:00 AM - 05:00 PM""}",N/A,N/A
Amada Temple,Amada Temples,https://egymonuments.gov.eg/en/monuments/amada-temple,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
The Unfinished Obelisk,Aswan,https://egymonuments.gov.eg/en/monuments/the-unfinished-obelisk,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
Kalabsha Temple,Aswan,https://egymonuments.gov.eg/en/monuments/kalabsha-temple,"{""Sunday"": ""07:00 AM - 04:00 PM"", ""Monday"": ""07:00 AM - 04:00 PM"", ""Tuesday"": ""07:00 AM - 04:00 PM"", ""Wednesday"": ""07:00 AM - 04:00 PM"", ""Thursday"": ""07:00 AM - 04:00 PM"", ""Friday"": ""07:00 AM - 04:00 PM"", ""Saturday"": ""07:00 AM - 04:00 PM""}",N/A,N/A
"Madrasa, Mausaleum, and Bimaristan of al-Mansur Qalawun",Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/madrasa-mausaleum-and-bimaristan-of-al-mansur-qalawun,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
"Mosque, Khanqa, and Madrasa of Sultan Farag ibn Barquq in the Mamluk Cemetery",Cairo,https://egymonuments.gov.eg/en/monuments/mosque-khanqa-and-madrasa-of-sultan-farag-ibn-barquq-in-the-mamluk-cemetery,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Madrasa of Sultan al-Ghuri,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/madrasa-of-sultan-al-ghuri,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Sultan al-Ghuri Complex,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/sultan-al-ghuri-complex,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Al-Ghuri’s wikala,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/al-ghuri-s-wikala,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Mosque and Madrasa of al-Nasir Muhammad Ibn Qalawun,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/mosque-and-madrasa-of-al-nasir-muhammad-ibn-qalawun-1,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
The complex of Sultan Qayitbay in the Mamluk Cemetery.,Cairo,https://egymonuments.gov.eg/en/monuments/the-complex-of-sultan-qayitbay-in-the-mamluk-cemetery,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Sabil-kuttab of Nafisa al-Bayda,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/sabil-kuttab-of-nafisa-al-bayda,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Samiha Kamil Palace,Cairo,https://egymonuments.gov.eg/en/monuments/samiha-kamil-palace,{},N/A,N/A
Prince Taz Palace,Al-Suyufiyya Street (Cairo),https://egymonuments.gov.eg/en/monuments/prince-taz-palace,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
The tomb of Amenemhat,Beni Hasan,https://egymonuments.gov.eg/en/monuments/the-tomb-of-amenemhat,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
The Tomb of Khnumhotep II,Beni Hasan,https://egymonuments.gov.eg/en/monuments/the-tomb-of-khnumhotep-ii,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
The Tomb of Baqet III,Beni Hasan,https://egymonuments.gov.eg/en/monuments/the-tomb-of-baqet-iii,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
The Tomb of Khety,Beni Hasan,https://egymonuments.gov.eg/en/monuments/the-tomb-of-khety,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
The Red Pyramid,Dahshur (Cairo),https://egymonuments.gov.eg/en/monuments/the-red-pyramid,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
The Bent Pyramid,Dahshur (Cairo),https://egymonuments.gov.eg/en/monuments/the-bent-pyramid,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
The Southern Tomb,Saqqara (Cairo),https://egymonuments.gov.eg/en/monuments/the-southern-tomb,"{""Sunday"": ""08:00 AM - 05:00 PM"", ""Monday"": ""08:00 AM - 05:00 PM"", ""Tuesday"": ""08:00 AM - 05:00 PM"", ""Wednesday"": ""08:00 AM - 05:00 PM"", ""Thursday"": ""08:00 AM - 05:00 PM"", ""Friday"": ""08:00 AM - 05:00 PM"", ""Saturday"": ""08:00 AM - 05:00 PM""}",N/A,N/A
The Temple of Bastet,Tell Basta,https://egymonuments.gov.eg/en/monuments/the-temple-of-bastet,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Statue of Queen Meritamun,Tell Basta,https://egymonuments.gov.eg/en/monuments/statue-of-queen-meritamun,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
The Roman well,Tell Basta,https://egymonuments.gov.eg/en/monuments/the-roman-well,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Palace of King Amenemhat III,Tell Basta,https://egymonuments.gov.eg/en/monuments/palace-of-king-amenemhat-iii,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Open Air Museum,Tell Basta,https://egymonuments.gov.eg/en/monuments/open-air-museum,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Sabil-Kuttab of Muhammad Ali,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/sabil-of-muhammad-ali,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Sulayman Agha al-Silahdar Mosque,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/sulayman-agha-al-silahdar-mosque-1,"{""Sunday"": ""09:00 AM - 05:00 PM"", ""Monday"": ""09:00 AM - 05:00 PM"", ""Tuesday"": ""09:00 AM - 05:00 PM"", ""Wednesday"": ""09:00 AM - 05:00 PM"", ""Thursday"": ""09:00 AM - 05:00 PM"", ""Friday"": ""09:00 AM - 05:00 PM"", ""Saturday"": ""09:00 AM - 05:00 PM""}",N/A,N/A
Mosque of Sultan al-Mu’ayyad Shaykh,Al-Mu'izz Street (Cairo),https://egymonuments.gov.eg/en/monuments/al-muayyad-sheikh-mosque,{},N/A,N/A
Aswan Cemetery,Aswan,https://egymonuments.gov.eg/en/monuments/aswan-cemetery,{},N/A,N/A
The Tomb of Shepsipumin / Kheni,El Hawawish,https://egymonuments.gov.eg/en/monuments/the-tomb-of-shepsipumin-kheni,"{""Sunday"": ""09:00 AM - 04:00 PM"", ""Monday"": ""09:00 AM - 04:00 PM"", ""Tuesday"": ""09:00 AM - 04:00 PM"", ""Wednesday"": ""09:00 AM - 04:00 PM"", ""Thursday"": ""09:00 AM - 04:00 PM"", ""Friday"": ""09:00 AM - 04:00 PM"", ""Saturday"": ""09:00 AM - 04:00 PM""}",N/A,N/A
The Tomb of Hesi Min,El Hawawish,https://egymonuments.gov.eg/en/monuments/the-tomb-of-hesi-min,"{""Sunday"": ""07:00 AM - 05:00 PM"", ""Monday"": ""07:00 AM - 05:00 PM"", ""Tuesday"": ""07:00 AM - 05:00 PM"", ""Wednesday"": ""07:00 AM - 05:00 PM"", ""Thursday"": ""07:00 AM - 05:00 PM"", ""Friday"": ""07:00 AM - 05:00 PM"", ""Saturday"": ""07:00 AM - 05:00 PM""}",N/A,N/A
The Tomb of Hem Min,El Hawawish,https://egymonuments.gov.eg/en/monuments/the-tomb-of-hem-min,"{""Sunday"": ""07:00 AM - 05:00 PM"", ""Monday"": ""07:00 AM - 05:00 PM"", ""Tuesday"": ""07:00 AM - 05:00 PM"", ""Wednesday"": ""07:00 AM - 05:00 PM"", ""Thursday"": ""07:00 AM - 05:00 PM"", ""Friday"": ""07:00 AM - 05:00 PM"", ""Saturday"": ""07:00 AM - 05:00 PM""}",N/A,N/A
The Tomb of Ka Hep / Theti Iker,El Hawawish,https://egymonuments.gov.eg/en/monuments/the-tomb-of-ka-hep-theti-iker,"{""Sunday"": ""07:00 AM - 05:00 PM"", ""Monday"": ""07:00 AM - 05:00 PM"", ""Tuesday"": ""07:00 AM - 05:00 PM"", ""Wednesday"": ""07:00 AM - 05:00 PM"", ""Thursday"": ""07:00 AM - 05:00 PM"", ""Friday"": ""07:00 AM - 05:00 PM"", ""Saturday"": ""07:00 AM - 05:00 PM""}",N/A,N/A
